country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_international,package_accomodation,package_food,package_transport_local,package_sightseeing,package_guided_tour,package_insurance,nights_stayed,payment_mode,first_trip,most_impressing,total_cost
UGANDA,25-44,Alone,0,1,Volunteering,Hunting tourism,others,Independent,No,No,No,No,No,No,No,14,Cash,No,"Wonderful Country, Landscape, Nature",400000
UGANDA,25-44,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,Cash,Yes,Excellent Experience,517000
ITALY,25-44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Cash,Yes, Wildlife,6298500
ITALY,25-44,Alone,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes,Friendly People,1565837.7
UNITED KINGDOM,25-44,Spouse and Children,2,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,Cash,No,No comments,250000
SOUTH AFRICA,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Credit Card,No,Friendly People,99450000
QATAR,Jan-24,Alone,0,1,Scientific and Academic,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,55,Cash,Yes,No comments,1077375
FRANCE,25-44,Spouse and Children,2,3,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,Cash,Yes, Wildlife,21672101.5
ZIMBABWE,25-44,Friends/Relatives,1,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,Yes,Good service,182325
ITALY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes,Friendly People,9531186
OMAN,45-64,Spouse,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Package Tour,No,Yes,No,No,No,No,No,30,Cash,No,Friendly People,3812250
SPAIN,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Cash,Yes,No comments,663000
ZIMBABWE,25-44,Children,1,2,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Friendly People,497250
ZIMBABWE,25-44,Alone,0,1,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,Cash,No, Wildlife,265200
BURUNDI,Jan-24,Alone,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,Cash,No,Friendly People,167000
ITALY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,Cash,Yes,Friendly People,9531186
RWANDA,Jan-24,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,Cash,No,Friendly People,550000
ZIMBABWE,25-44,Alone,0,1,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,No,Friendly People,248625
ITALY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Cash,Yes, Wildlife,8963853.5
UNITED STATES OF AMERICA,45-64,Friends/Relatives,0,3,Volunteering,Beach tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,30,Cash,Yes, Wildlife,15414750
GERMANY,Jan-24,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,27,Cash,No,No comments,680799
SWEDEN,Jan-24,Friends/Relatives,1,1,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,4,Cash,Yes,Friendly People,356000
GERMANY,Jan-24,Friends/Relatives,2,2,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,Cash,Yes,No comments,656200
ITALY,Jan-24,Friends/Relatives,2,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,Cash,Yes,"Wonderful Country, Landscape, Nature",1588531
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,Cash,Yes,Excellent Experience,8121750
ROMANIA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,5,Cash,Yes,Friendly People,13162114
UNITED KINGDOM,Jan-24,Alone,0,1,Volunteering,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,24,Cash,Yes,Friendly People,2560545
SWEDEN,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,Cash,Yes, Wildlife,4972500
KENYA,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,Credit Card,No,Friendly People,82875
UNITED STATES OF AMERICA,45-64,Friends/Relatives,2,0,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,Cash,Yes,Friendly People,3580200
KENYA,Jan-24,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,Cash,No,Friendly People,215186.4
EGYPT,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,Cash,Yes,"Wonderful Country, Landscape, Nature",3315000
SWEDEN,Jan-24,Friends/Relatives,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes, Wildlife,215000
SPAIN,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,Cash,Yes, Wildlife,16906500
DRC,Jan-24,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,No comments,110000
SOUTH AFRICA,45-64,Alone,1,0,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,2,Cash,Yes,No comments,663000
SOUTH AFRICA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes,Friendly People,3911700
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,Cash,No,Friendly People,7491900
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,Cash,Yes,Friendly People,4757025
FRANCE,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,11,Cash,Yes,Friendly People,414375
UNITED STATES OF AMERICA,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes,Friendly People,5138250
SOUTH AFRICA,45-64,Friends/Relatives,1,1,Meetings and Conference,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,5,Cash,Yes,Friendly People,19890000
AUSTRALIA,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,Cash,Yes,Friendly People,5469750
ZAMBIA,25-44,Alone,0,1,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,Cash,Yes,Excellent Experience,330000
AUSTRALIA,25-44,Friends/Relatives,2,0,Scientific and Academic,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,42,Cash,Yes,Friendly People,9099675
FRANCE,Jan-24,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes,No comments,11800516
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,13,Cash,Yes,"Wonderful Country, Landscape, Nature",9945000
ITALY,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes,"Wonderful Country, Landscape, Nature",8453250
ZAMBIA,25-44,Alone,0,1,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,Cash,Yes,Good service,500000
ITALY,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Cash,Yes,"Wonderful Country, Landscape, Nature",8950500
NORWAY,Jan-24,Friends/Relatives,2,2,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,Cash,Yes,Friendly People,268940
SPAIN,45-64,Alone,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,11,Cash,Yes,Excellent Experience,6961500
ZIMBABWE,25-44,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,Cash,No,No comments,994500
SOUTH AFRICA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Cash,Yes,Good service,33315750
FRANCE,45-64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,Cash,Yes,Friendly People,16906500
AUSTRALIA,25-44,Friends/Relatives,3,0,Leisure and Holidays,Cultural tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,Credit Card,Yes,Good service,2486250
UNITED STATES OF AMERICA,65+,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,Cash,Yes,Friendly People,7558200
ZIMBABWE,25-44,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Friendly People,992000
SPAIN,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,Credit Card,Yes, Wildlife,13260000
ZIMBABWE,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Good service,1989000
FRANCE,45-64,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Cash,Yes,Excellent Experience,29955156
UNITED KINGDOM,45-64,Spouse and Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,Cash,Yes,Friendly People,11408650.5
ZIMBABWE,25-44,Alone,0,1,Business,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,Cash,Yes,Friendly People,497250
ZAMBIA,25-44,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,Cash,No,Friendly People,150000
UNITED KINGDOM,Jan-24,Alone,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,Yes,No,20,Cash,Yes,Friendly People,11380200
SOUTH AFRICA,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,Cash,Yes,"Wonderful Country, Landscape, Nature",109395
UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,Cash,Yes, Wildlife,2817750
KENYA,25-44,Spouse and Children,5,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,Credit Card,No, Wildlife,16669477.5
CZECH REPUBLIC,45-64,Alone,0,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,11,Cash,Yes,Good service,2428237.5
CANADA,25-44,Alone,1,0,Visiting Friends and Relatives,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,45,Cash,No,Good service,82875000
GERMANY,45-64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,Cash,Yes, Wildlife,16348253.32
AUSTRALIA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,Cash,Yes,Good service,5138250
UNITED KINGDOM,45-64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,Cash,Yes,Good service,19890000
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,Cash,Yes, Wildlife,10773750
CHINA,45-64,Children,1,2,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,No,Yes,Yes,No,No,No,9,Credit Card,Yes,Excellent Experience,9282000
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,Cash,Yes,"Wonderful Country, Landscape, Nature",663000
UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,No,Yes,Yes,No,12,Cash,Yes,Friendly People,15746250
SWEDEN,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,13,Cash,Yes,Friendly People,3315000
UNITED STATES OF AMERICA,25-44,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,10,Cash,Yes,Good service,11934000
ITALY,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Cash,Yes,"Wonderful Country, Landscape, Nature",11105250
UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,Credit Card,Yes,Friendly People,17403750
UNITED KINGDOM,25-44,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,11,Cash,Yes,Good service,6630000
GERMANY,65+,Spouse and Children,2,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,14,Cash,Yes,Good service,18066750
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,5,Cash,No, Wildlife,165750
UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,11,Cash,Yes, Wildlife,828750
UNITED STATES OF AMERICA,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,5,Credit Card,No,Good service,9116250
MADAGASCAR,25-44,Spouse and Children,1,2,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,39,Cash,Yes,Friendly People,194550
UNITED STATES OF AMERICA,45-64,Spouse and Children,1,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Cash,Yes,Friendly People,45415500
DENMARK,Jan-24,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,9,Cash,Yes,Good service,6630000
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes,Friendly People,5421682.5
UNITED ARAB EMIRATES,45-64,Spouse,1,1,Leisure and Holidays,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,"Wonderful Country, Landscape, Nature",663000
SOUTH AFRICA,25-44,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,Credit Card,Yes,No comments,2486250
SOUTH AFRICA,45-64,Alone,0,1,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,1,Credit Card,No,No comments,2154750
FRANCE,45-64,Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes,Friendly People,26520000
KENYA,25-44,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,Cash,Yes,Friendly People,9116250
GERMANY,25-44,Spouse,1,1,Leisure and Holidays,business,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,Cash,Yes,No comments,9077320
SOUTH AFRICA,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,Cash,Yes,No comments,3315000
UNITED STATES OF AMERICA,65+,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,Cash,Yes,Friendly People,10608000
AUSTRALIA,45-64,Alone,1,0,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,Cash,Yes, Wildlife,5304000
SWIZERLAND,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,Yes,Yes,No,No,7,Cash,Yes,Friendly People,5917275
UNITED STATES OF AMERICA,Jan-24,Friends/Relatives,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Cash,Yes, Wildlife,38503725
FRANCE,25-44,Friends/Relatives,3,0,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes,Excellent Experience,5673325
SWIZERLAND,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Credit Card,No,Friendly People,20718750
SPAIN,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,Cash,Yes,Friendly People,179277.07
AUSTRALIA,45-64,Spouse,1,1,Leisure and Holidays,Conference tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,11,Cash,No,Friendly People,9451740
AUSTRALIA,65+,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,No,No,No,No,7,Cash,Yes, Wildlife,9304253
SPAIN,25-44,Alone,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,Cash,Yes, Wildlife,2371449.85
BELGIUM,45-64,Children,0,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,Credit Card,Yes, Wildlife,29501290
CANADA,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,Cash,Yes, Wildlife,6215625
UNITED KINGDOM,45-64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes,Friendly People,36879375
UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,Cash,Yes, Wildlife,14967225
NORWAY,45-64,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,Cash,No, Wildlife,331500
SPAIN,Jan-24,Alone,0,1,Volunteering,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Friendly People,994500
KENYA,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,Cash,No,Good service,490000
SPAIN,45-64,Friends/Relatives,2,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,6,Cash,Yes,Friendly People,25194000
INDIA,45-64,Alone,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,Cash,Yes,Friendly People,1491750
UNITED STATES OF AMERICA,45-64,Friends/Relatives,3,2,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,Cash,Yes,"Wonderful Country, Landscape, Nature",3149250
FRANCE,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,Credit Card,Yes,Friendly People,202600
CHINA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Cash,Yes, Wildlife,7624500
FRANCE,25-44,Alone,1,0,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,Cash,Yes,Friendly People,680799
AUSTRALIA,Jan-24,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,7,Cash,Yes, Wildlife,9862125
GERMANY,25-44,Alone,1,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,9,Cash,Yes,Excellent Experience,1707225
UNITED KINGDOM,Jan-24,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes,Friendly People,4392375
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,Cash,Yes,Good service,1939275
SOUTH AFRICA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes,Friendly People,38871690
KENYA,25-44,Alone,0,1,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,2,Cash,Yes,Excellent Experience,139682.4
INDIA,25-44,Friends/Relatives,0,2,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,Cash,Yes,Satisfies and Hope Come Back,828750
GERMANY,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,Cash,Yes,Friendly People,25857000
